locus_tag	ftype	length_bp	gene	EC_number	COG	product
MAMBLCDF_00345	CDS	867	mltF_2	4.2.2.-		Membrane-bound lytic murein transglycosylase F
MAMBLCDF_00346	CDS	912				hypothetical protein
MAMBLCDF_00347	CDS	528	allA_1	4.3.2.3		Ureidoglycolate lyase
MAMBLCDF_00348	CDS	687	lutR_1		COG2186	HTH-type transcriptional regulator LutR
MAMBLCDF_00349	CDS	915	gcvA_1			Glycine cleavage system transcriptional activator
MAMBLCDF_00350	CDS	1062	gpuA_1	3.5.3.17	COG0010	Guanidinopropionase
MAMBLCDF_00351	CDS	2004	zosA_1	3.6.3.-	COG2217	Zinc-transporting ATPase
MAMBLCDF_00352	CDS	1338	qseC_1	2.7.13.3		Sensor protein QseC
MAMBLCDF_00353	CDS	663	qseB_1			Transcriptional regulatory protein QseB
MAMBLCDF_00354	CDS	396				hypothetical protein
MAMBLCDF_00355	CDS	516	yodB_1		COG3038	Cytochrome b561 
MAMBLCDF_00356	CDS	471				hypothetical protein
MAMBLCDF_00357	CDS	2205				hypothetical protein
MAMBLCDF_00358	CDS	975	apbE_1	2.7.1.180	COG1477	FAD:protein FMN transferase
MAMBLCDF_00359	CDS	147				hypothetical protein
MAMBLCDF_00360	CDS	786			COG0730	putative membrane transporter protein
MAMBLCDF_00361	CDS	213				hypothetical protein
MAMBLCDF_00362	CDS	612	yigZ		COG1739	IMPACT family member YigZ
MAMBLCDF_00363	CDS	894	cmpR_1			HTH-type transcriptional activator CmpR
MAMBLCDF_00364	CDS	1071				hypothetical protein
MAMBLCDF_00365	CDS	1704	dhaK	2.7.1.29		Dihydroxyacetone kinase
MAMBLCDF_00366	CDS	1461	mtaD	3.5.4.28	COG0402	5-methylthioadenosine/S-adenosylhomocysteine deaminase
MAMBLCDF_00367	CDS	1302	dctM_3		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
MAMBLCDF_00368	CDS	597				hypothetical protein
MAMBLCDF_00369	CDS	1044				hypothetical protein
MAMBLCDF_00370	CDS	762		4.1.1.76		Arylmalonate decarboxylase
MAMBLCDF_00371	CDS	696	nanR_3			HTH-type transcriptional repressor NanR
MAMBLCDF_00372	CDS	1404		3.5.2.-		D-hydantoinase
MAMBLCDF_00373	CDS	1509		2.8.3.18		Succinyl-CoA:acetate CoA-transferase
MAMBLCDF_00374	CDS	546				hypothetical protein
MAMBLCDF_00375	CDS	1194	mdlB_1	1.1.99.31		(S)-mandelate dehydrogenase
MAMBLCDF_00376	CDS	1161	takP_1		COG4663	Alpha-keto acid-binding periplasmic protein TakP
MAMBLCDF_00377	CDS	2367	silP_1	7.2.2.15		Silver exporting P-type ATPase
MAMBLCDF_00378	CDS	267				hypothetical protein
MAMBLCDF_00379	CDS	1005	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
MAMBLCDF_00380	CDS	1047	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
MAMBLCDF_00381	CDS	861	ddpC_1		COG1173	putative D,D-dipeptide transport system permease protein DdpC
MAMBLCDF_00382	CDS	1233				hypothetical protein
MAMBLCDF_00383	CDS	1536	gsiB_1		COG0747	Glutathione-binding protein GsiB
MAMBLCDF_00384	CDS	759	mftE_1	3.5.-.-	COG1402	Putative mycofactocin system creatinine amidohydrolase family protein MftE
MAMBLCDF_00385	CDS	1149	catB	5.5.1.1	COG4948	Muconate cycloisomerase 1
MAMBLCDF_00386	CDS	1044	hexR_1		COG1737	HTH-type transcriptional regulator HexR
MAMBLCDF_00387	CDS	372				hypothetical protein
MAMBLCDF_00388	CDS	126				hypothetical protein
MAMBLCDF_00389	CDS	210				hypothetical protein
MAMBLCDF_00390	CDS	180				hypothetical protein
MAMBLCDF_00391	CDS	204				hypothetical protein
MAMBLCDF_00392	CDS	537				hypothetical protein
MAMBLCDF_00393	CDS	300				hypothetical protein
MAMBLCDF_00394	CDS	696	ygeA_1	5.1.1.10	COG1794	Broad specificity amino-acid racemase YgeA
MAMBLCDF_00395	CDS	1080			COG4663	Monocarboxylate 2-oxoacid-binding periplasmic protein
MAMBLCDF_00396	CDS	408	rutC_1	1.-.-.-		Putative aminoacrylate peracid reductase RutC
MAMBLCDF_00397	CDS	474				hypothetical protein
MAMBLCDF_00398	CDS	216		5.3.2.-	COG1942	putative tautomerase
MAMBLCDF_00399	CDS	381				hypothetical protein
MAMBLCDF_00400	CDS	627	gst_2	2.5.1.18	COG0625	Glutathione S-transferase
MAMBLCDF_00401	CDS	366				hypothetical protein
MAMBLCDF_00402	CDS	4005	dltA_1	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
MAMBLCDF_00403	CDS	618	kstR2_1			HTH-type transcriptional repressor KstR2
MAMBLCDF_00404	CDS	486	paaZ		COG2030	Bifunctional protein PaaZ
MAMBLCDF_00405	CDS	1599		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
MAMBLCDF_00406	CDS	1995	accA1_1		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
MAMBLCDF_00407	CDS	318				hypothetical protein
MAMBLCDF_00408	CDS	1194				hypothetical protein
MAMBLCDF_00409	CDS	1023	agaA	3.5.1.-	COG1820	N-acetylgalactosamine-6-phosphate deacetylase
MAMBLCDF_00410	CDS	744	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase 1
MAMBLCDF_00411	CDS	960				hypothetical protein
MAMBLCDF_00412	CDS	726	lldR_1		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
MAMBLCDF_00413	CDS	969				hypothetical protein
MAMBLCDF_00414	CDS	480				hypothetical protein
MAMBLCDF_00415	CDS	1509				hypothetical protein
MAMBLCDF_00416	CDS	453	yiaC	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YiaC
MAMBLCDF_00417	CDS	1017	ompA_1			Outer membrane protein A
MAMBLCDF_00418	CDS	1020				hypothetical protein
MAMBLCDF_00419	CDS	789	suhB_1	3.1.3.25	COG0483	Inositol-1-monophosphatase
MAMBLCDF_00420	CDS	921	esiB_1			Secretory immunoglobulin A-binding protein EsiB
MAMBLCDF_00421	CDS	654	thiE_1	2.5.1.3		Thiamine-phosphate synthase
MAMBLCDF_00422	CDS	1155	ydcO_1		COG3135	Inner membrane protein YdcO
MAMBLCDF_00423	CDS	825	ymdB	3.1.4.16	COG1692	2',3'-cyclic-nucleotide 2'-phosphodiesterase
MAMBLCDF_00424	CDS	576	yqgN		COG0212	putative protein YqgN
MAMBLCDF_00425	CDS	1065	ddlA	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
MAMBLCDF_00426	CDS	369	zapA_1			Cell division protein ZapA
MAMBLCDF_00427	CDS	297				hypothetical protein
MAMBLCDF_00428	CDS	2004	tktA_1	2.2.1.1	COG0021	Transketolase 1
MAMBLCDF_00429	CDS	1011	gap	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
MAMBLCDF_00430	CDS	462				hypothetical protein
MAMBLCDF_00431	CDS	1194	pgk_1	2.7.2.3	COG0126	Phosphoglycerate kinase
MAMBLCDF_00432	CDS	258				hypothetical protein
MAMBLCDF_00433	CDS	1083	fbaA	4.1.2.13		Fructose-bisphosphate aldolase class 2
MAMBLCDF_00434	CDS	2007				hypothetical protein
MAMBLCDF_00435	CDS	1350				hypothetical protein
MAMBLCDF_00436	CDS	747			COG0217	putative transcriptional regulatory protein
MAMBLCDF_00437	CDS	780				hypothetical protein
MAMBLCDF_00438	CDS	510	ruvC_1	3.1.22.4		Crossover junction endodeoxyribonuclease RuvC
MAMBLCDF_00439	CDS	1299	puuB_1	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
MAMBLCDF_00440	CDS	618	ruvA_1	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
MAMBLCDF_00441	CDS	486				hypothetical protein
MAMBLCDF_00442	CDS	1044	ruvB_1	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
MAMBLCDF_00443	CDS	213				hypothetical protein
MAMBLCDF_00444	CDS	504		3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
MAMBLCDF_00445	CDS	648	betI_3			HTH-type transcriptional regulator BetI
MAMBLCDF_00446	CDS	453				hypothetical protein
MAMBLCDF_00447	CDS	714	tolQ_1		COG0811	Tol-Pal system protein TolQ
MAMBLCDF_00448	CDS	447	exbD_1		COG0848	Biopolymer transport protein ExbD
MAMBLCDF_00449	CDS	1149				hypothetical protein
MAMBLCDF_00450	CDS	1374	tolB_1		COG0823	Tol-Pal system protein TolB
MAMBLCDF_00451	CDS	501	pal_1			Peptidoglycan-associated lipoprotein
MAMBLCDF_00452	CDS	924	cpoB_1			Cell division coordinator CpoB
MAMBLCDF_00453	CDS	1056	tilS_1	6.3.4.19		tRNA(Ile)-lysidine synthase
MAMBLCDF_00454	CDS	1926	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
MAMBLCDF_00455	CDS	1344	glmM_1	5.4.2.10	COG1109	Phosphoglucosamine mutase
MAMBLCDF_00456	CDS	900				hypothetical protein
MAMBLCDF_00457	CDS	435				hypothetical protein
MAMBLCDF_00458	CDS	300	frmR		COG1937	Transcriptional repressor FrmR
MAMBLCDF_00459	CDS	1113	flhA_1	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
MAMBLCDF_00460	CDS	840	fghA_1	3.1.2.12	COG0627	S-formylglutathione hydrolase
MAMBLCDF_00461	CDS	1674	fhs	6.3.4.3	COG2759	Formate--tetrahydrofolate ligase
MAMBLCDF_00462	CDS	1737				hypothetical protein
MAMBLCDF_00463	CDS	747	rluB_1	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
MAMBLCDF_00464	CDS	1119	aroC_1	4.2.3.5	COG0082	Chorismate synthase
MAMBLCDF_00465	CDS	1281	ribBA_1		COG0108	Riboflavin biosynthesis protein RibBA
MAMBLCDF_00466	CDS	930		3.5.1.-	COG0123	Histone deacetylase-like amidohydrolase
MAMBLCDF_00467	CDS	597	erfK_2	2.-.-.-	COG1376	putative L,D-transpeptidase ErfK/SrfK
MAMBLCDF_00468	CDS	891				hypothetical protein
MAMBLCDF_00469	CDS	1383	spuC	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
MAMBLCDF_00470	CDS	531				hypothetical protein
MAMBLCDF_00471	CDS	399				hypothetical protein
MAMBLCDF_00472	CDS	1029		3.4.11.25		Beta-peptidyl aminopeptidase BapA
MAMBLCDF_00473	CDS	354				hypothetical protein
MAMBLCDF_00474	CDS	825				hypothetical protein
MAMBLCDF_00475	CDS	1086	acr3_1		COG0798	Arsenical-resistance protein Acr3
MAMBLCDF_00476	CDS	699	arsH_1	1.-.-.-	COG0431	NADPH-dependent FMN reductase ArsH
MAMBLCDF_00477	CDS	1500	amiD_1	3.5.1.4	COG0154	Putative amidase AmiD
MAMBLCDF_00478	CDS	867				hypothetical protein
MAMBLCDF_00479	CDS	402			COG1846	putative HTH-type transcriptional regulator
MAMBLCDF_00480	CDS	117				hypothetical protein
MAMBLCDF_00481	CDS	1626	dmdB	6.2.1.44	COG0318	3-methylmercaptopropionyl-CoA ligase
MAMBLCDF_00482	CDS	1359				hypothetical protein
MAMBLCDF_00483	CDS	762	kduD_2	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
MAMBLCDF_00484	CDS	183				hypothetical protein
MAMBLCDF_00485	CDS	1455	rapA	3.6.4.-		RNA polymerase-associated protein RapA
MAMBLCDF_00486	CDS	969	hdfR_1			HTH-type transcriptional regulator HdfR
MAMBLCDF_00487	CDS	1527	gsiB_2		COG0747	Glutathione-binding protein GsiB
MAMBLCDF_00488	CDS	918	gsiC_2		COG0601	Glutathione transport system permease protein GsiC
MAMBLCDF_00489	CDS	897	ddpC_2		COG1173	putative D,D-dipeptide transport system permease protein DdpC
MAMBLCDF_00490	CDS	975	dppD_1		COG0444	Dipeptide transport ATP-binding protein DppD
MAMBLCDF_00491	CDS	987	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MAMBLCDF_00492	CDS	1389	dapE_1	3.5.1.18		Succinyl-diaminopimelate desuccinylase
MAMBLCDF_00493	CDS	255				hypothetical protein
MAMBLCDF_00494	CDS	645				hypothetical protein
MAMBLCDF_00495	CDS	816				hypothetical protein
MAMBLCDF_00496	CDS	846	phnU		COG0555	Putative 2-aminoethylphosphonate transport system permease protein PhnU
MAMBLCDF_00497	CDS	1131				hypothetical protein
MAMBLCDF_00498	CDS	1155	msiK	7.5.2.-	COG3839	Diacetylchitobiose uptake system ATP-binding protein MsiK
MAMBLCDF_00499	CDS	1038	ugpC_2	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
MAMBLCDF_00500	CDS	1293	ugpB_1		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
MAMBLCDF_00501	CDS	879	lacF			Lactose transport system permease protein LacF
MAMBLCDF_00502	CDS	876	araQ		COG0395	L-arabinose transport system permease protein AraQ
MAMBLCDF_00503	CDS	843				hypothetical protein
MAMBLCDF_00504	CDS	834	cysQ_1	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
MAMBLCDF_00505	CDS	996	cysL_1		COG0583	HTH-type transcriptional regulator CysL
MAMBLCDF_00506	CDS	405	rutC_2	1.-.-.-		Putative aminoacrylate peracid reductase RutC
MAMBLCDF_00507	CDS	3948	dltA_2	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
MAMBLCDF_00508	CDS	597	gpmA_1	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
MAMBLCDF_00509	CDS	834	folP_1	2.5.1.15		Dihydropteroate synthase
MAMBLCDF_00510	CDS	375	folB_1	4.1.2.25	COG1539	Dihydroneopterin aldolase
MAMBLCDF_00511	CDS	525				hypothetical protein
MAMBLCDF_00512	CDS	321	pemK_1	3.1.-.-		Endoribonuclease PemK
MAMBLCDF_00513	CDS	255				hypothetical protein
MAMBLCDF_00514	CDS	840	fabI_1	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
MAMBLCDF_00515	CDS	918	cbpA_1		COG2214	Curved DNA-binding protein
MAMBLCDF_00516	CDS	540				hypothetical protein
MAMBLCDF_00517	CDS	615	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
MAMBLCDF_00518	CDS	777	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MAMBLCDF_00519	CDS	483	rppH_1	3.6.1.-		RNA pyrophosphohydrolase
MAMBLCDF_00520	CDS	444				hypothetical protein
MAMBLCDF_00521	CDS	270				hypothetical protein
MAMBLCDF_00522	CDS	1269				hypothetical protein
MAMBLCDF_00523	CDS	420				hypothetical protein
MAMBLCDF_00524	CDS	423				hypothetical protein
MAMBLCDF_00525	CDS	1416		4.1.1.105	COG0076	Tryptophan decarboxylase
MAMBLCDF_00526	CDS	885	ygfZ_1			tRNA-modifying protein YgfZ
MAMBLCDF_00527	CDS	627	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
MAMBLCDF_00528	CDS	708				hypothetical protein
MAMBLCDF_00529	CDS	600				hypothetical protein
MAMBLCDF_00530	CDS	288				hypothetical protein
MAMBLCDF_00531	CDS	687	ompW		COG3047	Outer membrane protein W
MAMBLCDF_00532	CDS	1611	aceB	2.3.3.9	COG2225	Malate synthase A
MAMBLCDF_00533	CDS	456	guaD_1	3.5.4.3	COG0590	Guanine deaminase
MAMBLCDF_00534	CDS	1038				hypothetical protein
MAMBLCDF_00535	CDS	573				hypothetical protein
MAMBLCDF_00536	CDS	900				hypothetical protein
MAMBLCDF_00537	CDS	1950	aaeB			p-hydroxybenzoic acid efflux pump subunit AaeB
MAMBLCDF_00538	CDS	1515	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
MAMBLCDF_00539	CDS	741	dhlB	3.8.1.2		(S)-2-haloacid dehalogenase
MAMBLCDF_00540	CDS	768	gno	1.1.1.-		Gluconate 5-dehydrogenase
MAMBLCDF_00541	CDS	1038	idnD	1.1.1.264	COG1063	L-idonate 5-dehydrogenase (NAD(P)(+))
MAMBLCDF_00542	CDS	1245	hyuC_1	3.5.1.87	COG0624	N-carbamoyl-L-amino-acid hydrolase
MAMBLCDF_00543	CDS	1287	dctM_4		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
MAMBLCDF_00544	CDS	504	uehB_2		COG3090	Ectoine/5-hydroxyectoine TRAP transporter small permease protein UehB
MAMBLCDF_00545	CDS	990			COG1638	Solute-binding protein
MAMBLCDF_00546	CDS	474	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
MAMBLCDF_00547	CDS	903				hypothetical protein
MAMBLCDF_00548	CDS	627				hypothetical protein
MAMBLCDF_00549	CDS	222				hypothetical protein
MAMBLCDF_00550	CDS	1077				hypothetical protein
MAMBLCDF_00551	CDS	378	bigR_1		COG0640	Biofilm growth-associated repressor
MAMBLCDF_00552	CDS	411				hypothetical protein
MAMBLCDF_00553	CDS	741	dsbD_1	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
MAMBLCDF_00554	CDS	573				hypothetical protein
MAMBLCDF_00555	CDS	609				hypothetical protein
MAMBLCDF_00556	CDS	834	soxA_2	2.8.5.2		L-cysteine S-thiosulfotransferase subunit SoxA
MAMBLCDF_00557	CDS	456				hypothetical protein
MAMBLCDF_00558	CDS	330				hypothetical protein
MAMBLCDF_00559	CDS	1698				hypothetical protein
MAMBLCDF_00560	CDS	1278				hypothetical protein
MAMBLCDF_00561	CDS	726				hypothetical protein
MAMBLCDF_00562	CDS	330				hypothetical protein
MAMBLCDF_00563	CDS	1278	fccB	1.8.2.3	COG0446	Sulfide dehydrogenase [flavocytochrome c] flavoprotein chain
MAMBLCDF_00564	CDS	387			COG3474	Cytochrome c-550
MAMBLCDF_00565	CDS	1581	putC	1.2.1.88	COG1012	1-pyrroline-5-carboxylate dehydrogenase 2
MAMBLCDF_00566	CDS	186				hypothetical protein
MAMBLCDF_00567	CDS	246				hypothetical protein
MAMBLCDF_00568	tRNA	76				tRNA-Lys(ctt)
MAMBLCDF_00569	CDS	1278	rutG		COG2233	Putative pyrimidine permease RutG
MAMBLCDF_00570	CDS	864	phhA	1.14.16.1	COG3186	Phenylalanine-4-hydroxylase
MAMBLCDF_00571	CDS	483	decR_2		COG1522	DNA-binding transcriptional activator DecR
MAMBLCDF_00572	CDS	2511	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
MAMBLCDF_00573	CDS	1563	leuA_1	2.3.3.13	COG0119	2-isopropylmalate synthase
MAMBLCDF_00574	CDS	483				hypothetical protein
MAMBLCDF_00575	CDS	330				hypothetical protein
MAMBLCDF_00576	CDS	2073	dcp	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
MAMBLCDF_00577	CDS	720				hypothetical protein
MAMBLCDF_00578	CDS	906	phzF_1	5.3.3.17		Trans-2,3-dihydro-3-hydroxyanthranilate isomerase
MAMBLCDF_00579	CDS	1128				hypothetical protein
MAMBLCDF_00580	CDS	879	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
MAMBLCDF_00581	CDS	405				hypothetical protein
MAMBLCDF_00582	CDS	1053				hypothetical protein
MAMBLCDF_00583	CDS	1017				hypothetical protein
MAMBLCDF_00584	CDS	789	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
MAMBLCDF_00585	CDS	876	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MAMBLCDF_00586	CDS	540	yabI		COG0586	Inner membrane protein YabI
MAMBLCDF_00587	CDS	363				hypothetical protein
MAMBLCDF_00588	CDS	114				hypothetical protein
MAMBLCDF_00589	CDS	189				hypothetical protein
MAMBLCDF_00590	CDS	1020	ilvC_1	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
MAMBLCDF_00591	CDS	651				hypothetical protein
MAMBLCDF_00592	CDS	546				hypothetical protein
MAMBLCDF_00593	CDS	726	hadL	3.8.1.2		(S)-2-haloacid dehalogenase
MAMBLCDF_00594	CDS	741	rhaS_1			HTH-type transcriptional activator RhaS
MAMBLCDF_00595	CDS	216				hypothetical protein
MAMBLCDF_00596	CDS	537	ilvH_1	2.2.1.6	COG0440	Acetolactate synthase small subunit
MAMBLCDF_00597	CDS	711				hypothetical protein
MAMBLCDF_00598	CDS	714	ygeA_2	5.1.1.13		L-aspartate/glutamate-specific racemase
MAMBLCDF_00599	CDS	1764	ilvI_1	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
MAMBLCDF_00600	CDS	1464				hypothetical protein
MAMBLCDF_00601	CDS	906	miaA_1	2.5.1.75	COG0324	tRNA dimethylallyltransferase
MAMBLCDF_00602	CDS	891				hypothetical protein
MAMBLCDF_00603	CDS	342				hypothetical protein
MAMBLCDF_00604	CDS	1515	degP_1	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
MAMBLCDF_00605	CDS	186				hypothetical protein
MAMBLCDF_00606	CDS	933	hflC_1		COG0330	Modulator of FtsH protease HflC
MAMBLCDF_00607	CDS	1170	hflK_1		COG0330	Modulator of FtsH protease HflK
MAMBLCDF_00608	CDS	528	dhfrIII	1.5.1.3		Dihydrofolate reductase type 3
MAMBLCDF_00609	CDS	483				hypothetical protein
MAMBLCDF_00610	CDS	795	thyA_1	2.1.1.45	COG0207	Thymidylate synthase
MAMBLCDF_00611	CDS	273				hypothetical protein
MAMBLCDF_00612	tmRNA	366	ssrA			transfer-messenger RNA, SsrA
MAMBLCDF_00613	CDS	600				hypothetical protein
MAMBLCDF_00614	CDS	1395	fumC_1	4.2.1.2	COG0114	Fumarate hydratase class II
MAMBLCDF_00615	CDS	201				hypothetical protein
MAMBLCDF_00616	CDS	243				hypothetical protein
MAMBLCDF_00617	CDS	909			COG0583	putative HTH-type transcriptional regulator
MAMBLCDF_00618	CDS	609	argO		COG1279	Arginine exporter protein ArgO
MAMBLCDF_00619	CDS	3687				hypothetical protein
MAMBLCDF_00620	CDS	1440		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
MAMBLCDF_00621	CDS	561	lcdH_1	1.1.1.108		L-carnitine dehydrogenase
MAMBLCDF_00622	CDS	666				hypothetical protein
MAMBLCDF_00623	CDS	801				hypothetical protein
MAMBLCDF_00624	CDS	666	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
MAMBLCDF_00625	CDS	1254				hypothetical protein
MAMBLCDF_00626	CDS	441	msrB	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
MAMBLCDF_00627	CDS	1644	aidB_1	1.3.99.-	COG1960	Putative acyl-CoA dehydrogenase AidB
MAMBLCDF_00628	CDS	927				hypothetical protein
MAMBLCDF_00629	CDS	2364	uvrD_1	3.6.4.12	COG0210	DNA helicase II
MAMBLCDF_00630	CDS	762				hypothetical protein
MAMBLCDF_00631	CDS	1779	msbA_1	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
MAMBLCDF_00632	CDS	234	rpmE_1		COG0254	50S ribosomal protein L31
MAMBLCDF_00633	CDS	177				hypothetical protein
MAMBLCDF_00634	CDS	531				hypothetical protein
MAMBLCDF_00635	CDS	201				hypothetical protein
MAMBLCDF_00636	CDS	999	mas_1	2.3.1.111		Mycocerosic acid synthase
MAMBLCDF_00637	CDS	636	nrsF			Anti-sigma-F factor NrsF
MAMBLCDF_00638	CDS	561	sigF			ECF RNA polymerase sigma factor SigF
MAMBLCDF_00639	CDS	306				hypothetical protein
MAMBLCDF_00640	CDS	918				hypothetical protein
MAMBLCDF_00641	CDS	807				hypothetical protein
MAMBLCDF_00642	CDS	495				hypothetical protein
MAMBLCDF_00643	CDS	729				hypothetical protein
MAMBLCDF_00644	CDS	831				hypothetical protein
MAMBLCDF_00645	CDS	894	rbn_1	3.1.26.11		Ribonuclease BN
MAMBLCDF_00646	CDS	183				hypothetical protein
MAMBLCDF_00647	CDS	1917	acsA_3	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
MAMBLCDF_00648	CDS	759				hypothetical protein
MAMBLCDF_00649	CDS	1671		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
MAMBLCDF_00650	CDS	189				hypothetical protein
MAMBLCDF_00651	CDS	219				hypothetical protein
MAMBLCDF_00652	CDS	498	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
MAMBLCDF_00653	CDS	1101	purK_1	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
MAMBLCDF_00654	CDS	234	rpsU_1		COG0828	30S ribosomal protein S21
MAMBLCDF_00655	CDS	858	lapB			Lipopolysaccharide assembly protein B
MAMBLCDF_00656	CDS	867			COG1073	putative protein
MAMBLCDF_00657	CDS	483				hypothetical protein
MAMBLCDF_00658	CDS	1407	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
MAMBLCDF_00659	CDS	432				hypothetical protein
MAMBLCDF_00660	CDS	1140	pntAA_1	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha part 1
MAMBLCDF_00661	CDS	366				hypothetical protein
MAMBLCDF_00662	CDS	624				hypothetical protein
MAMBLCDF_00663	CDS	1365	ubiB_1	2.7.-.-		protein kinase UbiB
MAMBLCDF_00664	CDS	780	yggS_1		COG0325	Pyridoxal phosphate homeostasis protein
MAMBLCDF_00665	CDS	636	paiB		COG2808	Protease synthase and sporulation protein PAI 2
MAMBLCDF_00666	CDS	1461	gabR_2		COG1167	HTH-type transcriptional regulatory protein GabR
MAMBLCDF_00667	CDS	882	kce_1	2.3.1.247	COG3246	3-keto-5-aminohexanoate cleavage enzyme
MAMBLCDF_00668	CDS	396				hypothetical protein
MAMBLCDF_00669	CDS	261				hypothetical protein
MAMBLCDF_00670	CDS	831	fliY_1		COG0834	L-cystine-binding protein FliY
MAMBLCDF_00671	CDS	780	glnQ_3			Glutamine transport ATP-binding protein GlnQ
MAMBLCDF_00672	CDS	894				hypothetical protein
MAMBLCDF_00673	CDS	1416	argH_2	4.3.2.1	COG0165	Argininosuccinate lyase
MAMBLCDF_00674	CDS	912	gcvA_2			Glycine cleavage system transcriptional activator
MAMBLCDF_00675	CDS	894	rfbD_1	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
MAMBLCDF_00676	CDS	897	rfbA_1	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 1
MAMBLCDF_00677	CDS	1422		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
MAMBLCDF_00678	CDS	1215				hypothetical protein
MAMBLCDF_00679	CDS	948	prmC_1	2.1.1.297		Release factor glutamine methyltransferase
MAMBLCDF_00680	CDS	129				hypothetical protein
MAMBLCDF_00681	CDS	243				hypothetical protein
MAMBLCDF_00682	CDS	1845				hypothetical protein
MAMBLCDF_00683	CDS	300				hypothetical protein
MAMBLCDF_00684	CDS	714	ygaZ		COG1296	Inner membrane protein YgaZ
MAMBLCDF_00685	CDS	864	rhaS_2			HTH-type transcriptional activator RhaS
MAMBLCDF_00686	CDS	1215	nepI_1		COG2814	Purine ribonucleoside efflux pump NepI
MAMBLCDF_00687	CDS	1092	rhaR_1			HTH-type transcriptional activator RhaR
MAMBLCDF_00688	CDS	1230	pepT_1	3.4.11.4	COG2195	Peptidase T
MAMBLCDF_00689	CDS	1113	ligA_1	6.5.1.2		DNA ligase
